unique_id	token_id	sentence	maincorpus	subcorpus	year
509	28	Vi har fått tillbaka monopolet , lusten att driva småföretag - som jag alltid vurmat för- har kvävts på annat sätt än genom att röda partier tvingat av dem för höga skatter .	bloggmix	BLOGGMIX1999	1999
510	15	Tweet http://www.dn.se/ekonomi/sas-slimmade-scheman-knacker-kabinanstallda/ Kommentatorerna går som vanligt igång på artiklar om min arbetsplats och kanske har de rätt ?	bloggmix	BLOGGMIX1999	1999
511	17	Aldrig tidigare har jag hittat mina läsglasögon så snabbt , hade absolut koll på var jag haft dem senast ( ovanligt ) .	bloggmix	BLOGGMIX1999	1999
512	6	Det finns människor som säger att de inte är intresserade av politik , jag hävdar att det är lögn .	bloggmix	BLOGGMIX1999	1999
513	7	frågade en person mig i veckan angående de utbildningar jag just är igång med .	bloggmix	BLOGGMIX1999	1999
514	28	Det är lite konstigt det där , att vara förälder 24-7-365 , och sen plötsligt är man vid tidpunkten man lagt all sin vakna tid på att förbereda dem för : att vara vuxna och ta eget ansvar .	bloggmix	BLOGGMIX1999	1999
515	2	Och på de 27 år jag jobbat har jag åtminstone inte sett varken de pengarna eller de arbetstiderna .	bloggmix	BLOGGMIX1999	1999
516	13	Och på de 27 år jag jobbat har jag åtminstone inte sett varken de pengarna eller de arbetstiderna .	bloggmix	BLOGGMIX1999	1999
517	16	Och på de 27 år jag jobbat har jag åtminstone inte sett varken de pengarna eller de arbetstiderna .	bloggmix	BLOGGMIX1999	1999
518	6	När eleverna jobbar med case är de inte så styrda av lektionstid eller ämne .	bloggmix	BLOGGMIX1999	1999
519	7	Vi delar djupa förtroenden , men håller dem för oss själva , och kanske ses vi aldrig mer , om 5 år eller imorgon .	bloggmix	BLOGGMIX1999	1999
520	13	IQ-testet mäter inte alls intelligens utan snarare en skicklighet som är fastställd av dem som utvecklat testet .	bloggmix	BLOGGMIX1999	1999
521	8	Min gissning är att han slumrat till efter de två vodka och en gin han hade druckit ( vi har koll , ser du ? )	bloggmix	BLOGGMIX1999	1999
522	2	Nackdelen med dem är att för att komma ihåg prioriteringen mellan dem behöver man ett färgsystem , och det blir på ett sätt en never-ending story för min personlighetstyp som har mer än ett projekt igång samtidigt .	bloggmix	BLOGGMIX1999	1999
523	11	Nackdelen med dem är att för att komma ihåg prioriteringen mellan dem behöver man ett färgsystem , och det blir på ett sätt en never-ending story för min personlighetstyp som har mer än ett projekt igång samtidigt .	bloggmix	BLOGGMIX1999	1999
524	5	Som ska föra dig så de vet vilket steg du ska ta nästa gång .	bloggmix	BLOGGMIX1999	1999
525	40	Att lova någon att vilja älska , vilja vara trogen , vilja dela glädje och sorg tills döden skiljer oss inför alla vännerna och prästen ( om man väljer det ) , var ett minne för livet och en av de roligaste och mest romantiska dagarna i mitt liv .	bloggmix	BLOGGMIX1999	1999
526	20	Det hördes ett sorl bland alla tärnor som kläddes i kransar , stjärngossar som letade strutar och påföljande skratt när de provade dem , och tassande fötter av de små tomtenissarna från miniorerna .	bloggmix	BLOGGMIX1999	1999
527	22	Det hördes ett sorl bland alla tärnor som kläddes i kransar , stjärngossar som letade strutar och påföljande skratt när de provade dem , och tassande fötter av de små tomtenissarna från miniorerna .	bloggmix	BLOGGMIX1999	1999
528	28	Det hördes ett sorl bland alla tärnor som kläddes i kransar , stjärngossar som letade strutar och påföljande skratt när de provade dem , och tassande fötter av de små tomtenissarna från miniorerna .	bloggmix	BLOGGMIX1999	1999
529	19	Dessutom ligger dessa timmar utlagda dygnets alla timmar och årets alla dagar , det vill säga , man sätter de biologiska faktorerna ur spel .	bloggmix	BLOGGMIX1999	1999
530	24	Learning by doing , är ändå mitt bästa tips , och jag brukar berätta hur jag gör och vad som funkat för mig i de dryga 25 år jag jobbat i servicebranschen .	bloggmix	BLOGGMIX1999	1999
531	8	Han har blivit omtyckt och folkkär just på de åsikter och texter han framfört , och som sagt , för mig är det värre att utge sig för att vara objektiv när man samtidigt fört en dold agenda som jag upplever att Orbach gjorde .	bloggmix	BLOGGMIX1999	1999
532	8	Det kan jag ju fortfarande inte , eftersom de flesta butiker ligger under kedjor och / eller har samma ägare och underägare .	bloggmix	BLOGGMIX1999	1999
533	6	Får väl ringa uniforsförrådet och be dem lägga undan en klänning i storlek 48 , så det finns lite tyg i sidorna .	bloggmix	BLOGGMIX1999	1999
534	13	Dessvärre när det kommer till politiken har jag inte känt mig hemma hos de röda , för förutom att de pratat om att ta hand om svaga har de i samma mening gjort alla arbetare ( som inte är företagare ) till just svaga och försvarslösa .	bloggmix	BLOGGMIX1999	1999
535	19	Dessvärre när det kommer till politiken har jag inte känt mig hemma hos de röda , för förutom att de pratat om att ta hand om svaga har de i samma mening gjort alla arbetare ( som inte är företagare ) till just svaga och försvarslösa .	bloggmix	BLOGGMIX1999	1999
536	28	Dessvärre när det kommer till politiken har jag inte känt mig hemma hos de röda , för förutom att de pratat om att ta hand om svaga har de i samma mening gjort alla arbetare ( som inte är företagare ) till just svaga och försvarslösa .	bloggmix	BLOGGMIX1999	1999
537	1	Fast de kanske skärper sig när det är kvinnor med , till skillnad från tvärtom … ? )	bloggmix	BLOGGMIX1999	1999
538	42	( Det springer omkring 10 maskulina män i likadana overaller och samma typ av vapen i händerna , blod , smuts , svett ) Tony : Äsch , en krigsfilm Jag : Näe , jag tror det är en romantisk historia , de har maskerad och snart ska de duscha och åka hem till sina fruar och kela lite med dom och sen … Tony : Ska inte du gå och lägga dig nu ?	bloggmix	BLOGGMIX1999	1999
539	48	( Det springer omkring 10 maskulina män i likadana overaller och samma typ av vapen i händerna , blod , smuts , svett ) Tony : Äsch , en krigsfilm Jag : Näe , jag tror det är en romantisk historia , de har maskerad och snart ska de duscha och åka hem till sina fruar och kela lite med dom och sen … Tony : Ska inte du gå och lägga dig nu ?	bloggmix	BLOGGMIX1999	1999
540	3	Kände ingen av de andra 250 gästerna , men det är sällan ett problem , man pratar ju med sina bordsgrannar och kommer så gott som alltid på , att världen är liten .	bloggmix	BLOGGMIX1999	1999
541	40	Den som börjar hos oss i mogen ålder kanske lägger märke till att det blir väldigt personligt / privat ganska omedelbart , och det är inget konstigt att ställa frågor till varandra som jag inte tror man kanske pratar om de första 14 dagarna i nya bekantskaper , typ IVF-behandlingar eller äktenskapsproblem .	bloggmix	BLOGGMIX1999	1999
542	1	- De kommer såklart inte misstänka två svenska värdinnor att vara spioner , sa dom .	bloggmix	BLOGGMIX1999	1999
543	11	Det var något helt annat , mycket mer äkta , och de succéer vi delade blandades som sagt med det andra , som också livet består av .	bloggmix	BLOGGMIX1999	1999
544	27	Jag tror jag ska köra gratis föreläsningar om bra bemötande för yrkeskategorier som säljer tjänster till privatpersoner , bara för tillfredsställelsen att få höra förklaringarna till varför de tyvärr så ofta misslyckas i sin gärning .	bloggmix	BLOGGMIX1999	1999
545	8	Folk höll scarfsar och jackor framför ansiktet som de andades i , och min kollega kunde knappt gå förbi för hon kväljdes så mycket så det gick bara inte .	bloggmix	BLOGGMIX1999	1999
546	3	Det är vad de sociala nätverken handlar om .	bloggmix	BLOGGMIX1999	1999
547	16	Han berättade om sina år i Tyskland , och hur en tysk dagstidning skiljer sig från de svenska genom avsaknaden av stora bilder och lättfattliga texter , utan att texterna är långa , komplicerade och ställer krav på en ” vuxen och fokuserad ” läsare , som han uttryckte det på ett ungefär .	bloggmix	BLOGGMIX1999	1999
548	47	Låt mig säga såhär : om man i den här veckan som redaktör bestämmer sig för att skriva något om Egypten , vad som helst , så är kanske en halvsidebild på en liten blond svensk kille i Foppatofflor med en liten rubrik under ” Nu är de första svenskarna hemma ” en grov miss .	bloggmix	BLOGGMIX1999	1999
549	15	Om ett år , nästa gång det är semester , ska jag ta med mig de andra till bryggan och hoppas att de tar med sig samma sköna sommarminne till årets mörkare dagar .	bloggmix	BLOGGMIX1999	1999
550	22	Om ett år , nästa gång det är semester , ska jag ta med mig de andra till bryggan och hoppas att de tar med sig samma sköna sommarminne till årets mörkare dagar .	bloggmix	BLOGGMIX1999	1999
551	6	Men grundideologierna skiljer sig , och de skillnaderna tycker jag är nödvändigt att förstå för att kunna rösta vart fjärde år .	bloggmix	BLOGGMIX1999	1999
552	16	Därför ska vi såklart inte behöva införa kvotering till tjänster och uppdrag , vi ska ta de mest kompetenta , vilket är att kvinnorna bör vara i majoritet om det argumentet ska hålla .	bloggmix	BLOGGMIX1999	1999
553	0	De höll på att ramla nerför trappan Publicerad 2011-09-21 . .	bloggmix	BLOGGMIX1999	1999
554	8	Jag har fått ta del av flera av dem , och den här bilden gillar jag mycket på grund av närvaron .	bloggmix	BLOGGMIX1999	1999
555	0	De hade uppskattat det omvända betydligt mer , sa dom .	bloggmix	BLOGGMIX1999	1999
556	5	Vad som händer är att de själva troligen vant sig vid sin kroppsodör och förstår inte att omgivande folks ansiktsuttryck när vederbörande tar av skorna och luftar fossingarna , har med honom själv att göra .	bloggmix	BLOGGMIX1999	1999
557	1	Med de egenheter och fel och brister jag har .	bloggmix	BLOGGMIX1999	1999
558	10	Jag kan ju påverka min situation , i likhet med de allra flesta , och gör val och genom det tar konsekvenser av det handlande jag väljer .	bloggmix	BLOGGMIX1999	1999
559	19	Frågan får redan från början en stämpel av bortskämdhet , eftersom alla i alla branscher har fått försämrade villkor de senaste åren av nedskärningar .	bloggmix	BLOGGMIX1999	1999
560	21	Se på Ryanair , det är världens största bolag med världens sämsta arbetsvillkor för flygande ( åtminstone på kabinsidan ) och de har ändå sökande till tjänsterna .	bloggmix	BLOGGMIX1999	1999
561	2	En av de roligaste grupperna jag nånsin varit med i heter ” Du är från Klippan med omnejd om … ” som startades för bara någon vecka sen , men har gett mig 100-tals skratt redan .	bloggmix	BLOGGMIX1999	1999
562	3	I dag har de öppnats igen .	bloggmix	BLOGGMIX1999	1999
563	16	( Har såklart massor av exempel på motsatsen också , men just nu är det inte dem jag först kommer att tänka på ) .	bloggmix	BLOGGMIX1999	1999
564	0	De väljer att bara göra som min son gjorde , ta del av info men inte dela med sig själv .	bloggmix	BLOGGMIX1999	1999
565	2	Alla kunde de ha varit jag .	bloggmix	BLOGGMIX1999	1999
566	7	Tack och lov för Post-it lappar , de har i vissa tider nästan blivit ett konstnärligt inslag i vårt hem .	bloggmix	BLOGGMIX1999	1999
567	2	Eller lämnar de TV´n och gör något annat .	bloggmix	BLOGGMIX1999	1999
568	3	Kommer fortfarande ihåg de stövlar i plast jag köpte som säljaren hävdade var läder , och jag betalade dyrt för .	bloggmix	BLOGGMIX1999	1999
569	0	De närmaste 4 timmarna var lilla Flisan vaken och hoppade upp och ner från sängen , och undersökte varenda skrymsle .	bloggmix	BLOGGMIX1999	1999
570	17	Jag läser samma stycke om och om igen men får inget sammanhang , jag förstår inte var de är , vart de är på väg , vilka karaktärerna är eller varför .	bloggmix	BLOGGMIX1999	1999
571	21	Jag läser samma stycke om och om igen men får inget sammanhang , jag förstår inte var de är , vart de är på väg , vilka karaktärerna är eller varför .	bloggmix	BLOGGMIX1999	1999
572	0	De kan få ett ämne som heter ” Miljö ” eller ” Människan ” eller ” Händelser eller människor som förändrat världen ” till exempel .	bloggmix	BLOGGMIX1999	1999
573	14	Om Pärs argument för låga löner till Glada Hudiks funktionshindrade ska hålla ( ” de har växt som människor och har roligt ” ) så borde kanske varken jag eller Pär heller ta ut någon lön .	bloggmix	BLOGGMIX1999	1999
574	12	Trärent var inte alls vanligt förr i tiden , det var bara de allra fattigaste som hade trärena möbler , de som inte hade råd med färg .	bloggmix	BLOGGMIX1999	1999
575	20	Trärent var inte alls vanligt förr i tiden , det var bara de allra fattigaste som hade trärena möbler , de som inte hade råd med färg .	bloggmix	BLOGGMIX1999	1999
576	9	Varför låter man inte den egna anställda personalen flyga de egna linjerna ?	bloggmix	BLOGGMIX1999	1999
577	6	ét skandinavisk sprog flydende og forstår de øvrige • Taler engelsk på Berlitz niveau 4 , et tredje sprog er en fordel Du skal : • Have god fysik • Have normalt syn ( max + / - 4 ) • Kunne svømme minimum 200 meter • Kunne blive helbredsgodkendt til certificering • Være minimum 18 år ved ansættelsen ( Myndighedskrav ) • Være minimum 160 cm .	bloggmix	BLOGGMIX1999	1999
578	17	Och när det är sagt vill jag påpeka följande : Jag går i taket av artiklar liknande dem som de senaste dagarna stått att läsa om SAS och Norwegian .	bloggmix	BLOGGMIX1999	1999
579	19	Och när det är sagt vill jag påpeka följande : Jag går i taket av artiklar liknande dem som de senaste dagarna stått att läsa om SAS och Norwegian .	bloggmix	BLOGGMIX1999	1999
580	0	De tycker det är viktigt att de själva ska ha yttrandefrihet och få ge uttryck för sin åsikt , men berättar gärna om och hänger ut oliktänkare i nedlåtande ordalag .	bloggmix	BLOGGMIX1999	1999
581	6	De tycker det är viktigt att de själva ska ha yttrandefrihet och få ge uttryck för sin åsikt , men berättar gärna om och hänger ut oliktänkare i nedlåtande ordalag .	bloggmix	BLOGGMIX1999	1999
582	16	Jag ägnar livet åt att dela med mig av hur jag tänker kring detta , genom de föredrag jag håller .	bloggmix	BLOGGMIX1999	1999
583	8	Jag går medan jag fortfarande har jättekul eftersom de gånger jag stannat till 06 önskat att jag gått tidigare .	bloggmix	BLOGGMIX1999	1999
584	4	( Eller kanske inte de rumänska förarna ser något värde i att prata med svensk press om sina arbetsvillkor ? ) .	bloggmix	BLOGGMIX1999	1999
585	6	Men någonstans förväntar jag mig att de 349 som styr vårt land faktiskt är något bättre på att tolka regler , är något mer pålästa än gemene man och har en något högre ställd grad av etiskt tänkande .	bloggmix	BLOGGMIX1999	1999
586	9	Ska hålla ögon och öron öppna , nästa gång de är i närheten ska jag definitivt se dem live !	bloggmix	BLOGGMIX1999	1999
587	17	Ska hålla ögon och öron öppna , nästa gång de är i närheten ska jag definitivt se dem live !	bloggmix	BLOGGMIX1999	1999
588	11	Imorse gick jag upp 03 för att börja stand-by 04 , de ringde halv 5 .	bloggmix	BLOGGMIX1999	1999
589	0	De får mat in till sig i cockpit men har inga övriga pauser utom markstopp inplanerade ( ca 35 minuter mellan varje flygning , men då ska det också göras checker och planeras för nästa flygning ) .	bloggmix	BLOGGMIX1999	1999
590	6	Det är visserligen hjärtligt , men de lindar inte direkt in sina åsikter eller påpekanden mot varandra i silkespapper .	bloggmix	BLOGGMIX1999	1999
591	32	Om jag ska hålla i huvudet vilket datum biblioteksböckerna ska återlämnas och vilken dag IUP-samtalet var bokat tillsammans med termer och teorier gamla filosofer presenterade , så blir det lite trångt bland de hjärncellerna .	bloggmix	BLOGGMIX1999	1999
592	6	Det finns inget som kan få dem att rubba sin tanke och kritik bemöts med ” du förstår inte , därför är du kritisk ” .	bloggmix	BLOGGMIX1999	1999
593	3	” Jag hoppas de inte la märke till oss ” försökte jag , när jag stängde bildörren .	bloggmix	BLOGGMIX1999	1999
594	23	Man kan drömma om vad man vill , men det finns omständigheter i livet som gör att alla faktiskt inte kan bli vad de vill .	bloggmix	BLOGGMIX1999	1999
595	13	Jag är övertygad om att om ett samhälle inte också tar sig an de svaga och försvarslösa som barn , äldre och djur , så blir det svinkallt och egocentriskt .	bloggmix	BLOGGMIX1999	1999
596	16	( varför nu det skulle vara av intresse för Obama och Alex Schulman , och hur de skulle kunna missbruka den informationen ) .	bloggmix	BLOGGMIX1999	1999
597	11	Det gör att jag kan uttala mig med gott samvete om de olika formerna , jag har på ett sätt alla glasögonen på näsan .	bloggmix	BLOGGMIX1999	1999
598	3	Andra kommer framställa dem i ordalag som ” troublemakers ” eller ” som vanligt sätter danskarna sig på tvären ” .	bloggmix	BLOGGMIX1999	1999
599	12	Bredvid mig stod en äldre manlig purser och såg mig bläddra bland de färggranna overallerna och så sa han : - Jag tycker du ska ta en blå så att din rumpa får plats , hihi .	bloggmix	BLOGGMIX1999	1999
600	17	Om någon nu tittar på dig och frågar om du läst Paragraf 12 kan det vara att de också läser min blogg .	bloggmix	BLOGGMIX1999	1999
601	19	Det är kanske inte så viktigt med koll och säkerhet på alla bolag , det vet jag inte , de rullar kanske utan att personalen kollat ordentligt ( jfr bombattrappen på Arlanda och bortförklaringarna med nedskärningar ) , men jag tycker det är viktigt att hålla fanan högt .	bloggmix	BLOGGMIX1999	1999
602	41	Samma personer som gnäller över dålig sjukvård , indragningar i välfärden och att bidragen är för låga , sätter sig med gott mod i ett flygplanssäte med Ryanair eller Norwegian , vars personal till stor del inte skattar en krona i de länder de arbetar i .	bloggmix	BLOGGMIX1999	1999
603	43	Samma personer som gnäller över dålig sjukvård , indragningar i välfärden och att bidragen är för låga , sätter sig med gott mod i ett flygplanssäte med Ryanair eller Norwegian , vars personal till stor del inte skattar en krona i de länder de arbetar i .	bloggmix	BLOGGMIX1999	1999
604	17	Man planerar ju inte precis att ” idag ska jag göra bort mig ” eller medvetet lägger de större perspektiven och omständigheterna åt sidan , det liksom bara blir så .	bloggmix	BLOGGMIX1999	1999
605	2	En av dem ville dock hellre stå bakom kameran och jag sa okej .	bloggmix	BLOGGMIX1999	1999
606	7	Det verkar bli som ett beroende , de sitter vid samma tråd i dagar och startar sen en ny , och man undrar om inte de har jobb , vem som försörjer dem ?	bloggmix	BLOGGMIX1999	1999
607	25	Det verkar bli som ett beroende , de sitter vid samma tråd i dagar och startar sen en ny , och man undrar om inte de har jobb , vem som försörjer dem ?	bloggmix	BLOGGMIX1999	1999
608	32	Det verkar bli som ett beroende , de sitter vid samma tråd i dagar och startar sen en ny , och man undrar om inte de har jobb , vem som försörjer dem ?	bloggmix	BLOGGMIX1999	1999
609	25	Förra året blev det ingen årlig släktträff av olika anledningar , så elefanterna har bott hos oss i 2 långa år , men nu har de flyttat .	bloggmix	BLOGGMIX1999	1999
610	17	Jag har aldrig rökt , varit duktig på att spara det jag tjänat , ( mycket i de perioder jag jobbat mycket , mindre när jag tex var mammaledig ) , investerat och gått på nitar ibland men gjort klipp ibland , har således en hyfsat stabil ekonomi vilket gjort att vi prioriterar att vår son ska vara utomlands ett år .	bloggmix	BLOGGMIX1999	1999
611	12	Det är såklart en anledning att skriva en kommentar i likhet med dem som tillhör artikeln , att man är bitter för att man inte blev utvald och klankar ner på dem som blev .	bloggmix	BLOGGMIX1999	1999
612	31	Det är såklart en anledning att skriva en kommentar i likhet med dem som tillhör artikeln , att man är bitter för att man inte blev utvald och klankar ner på dem som blev .	bloggmix	BLOGGMIX1999	1999
613	0	De som inte har böcker ( ingen av de andra ) fick uppkopierat av vår lärare , hon gick ifrån för att fixa detta .	bloggmix	BLOGGMIX1999	1999
614	8	De som inte har böcker ( ingen av de andra ) fick uppkopierat av vår lärare , hon gick ifrån för att fixa detta .	bloggmix	BLOGGMIX1999	1999
615	69	Jag pratar alltid fint , jag är tydlig med vad jag beställer och önskar , betalar i tid , prutar sällan , ( om jag gör det diskuterar jag priset om jag anser att det finns anledning att diskutera det ) och det enda jag begär i retur är att jag vill ha tjänsten utförd i tid , att räkningen inte är saltad ( med det oskrivna argumentet ” de verkar ha råd ” ) och att jag får det jag beställt , - inte mer och inte mindre .	bloggmix	BLOGGMIX1999	1999
616	12	Ska socialdemokraterna bli trovärdiga bör nog deras budskap vara mer kongruenta från de som är utsedda att leda partiet .	bloggmix	BLOGGMIX1999	1999
617	7	Och människor som aldrig drömmer , rensar de aldrig ?	bloggmix	BLOGGMIX1999	1999
618	3	Hon upplevde att de dödade hennes drömmar genom att stoppa henne i fack som alla andra .	bloggmix	BLOGGMIX1999	1999
619	23	Det kan vara en följd av många år i en bransch där det kan vara svårt att förhålla sig helt ergonomiskt korrekt till de rörelser vi måste utföra , att åldern tar ut sin rätt .	bloggmix	BLOGGMIX1999	1999
620	17	Man kan köpa billiga växter och sätta i jorden där man tycker , men utan kunskap kommer de troligen dö för att de står i fel väderstreck / inte passar i jorden / inte är av en sort som lever längre än ett år .	bloggmix	BLOGGMIX1999	1999
621	22	Man kan köpa billiga växter och sätta i jorden där man tycker , men utan kunskap kommer de troligen dö för att de står i fel väderstreck / inte passar i jorden / inte är av en sort som lever längre än ett år .	bloggmix	BLOGGMIX1999	1999
622	3	Och där rök de semesterpengarna .	bloggmix	BLOGGMIX1999	1999
623	1	Om de inte lyder order då kan de hindra en evakuering , vilket kan äventyra säkerheten .	bloggmix	BLOGGMIX1999	1999
624	7	Om de inte lyder order då kan de hindra en evakuering , vilket kan äventyra säkerheten .	bloggmix	BLOGGMIX1999	1999
625	1	Så de é så !	bloggmix	BLOGGMIX1999	1999
626	4	Skrikande kan nämligen störa de omkringsittande passagerare som inte tittar på film eller har hörlurar på .	bloggmix	BLOGGMIX1999	1999
627	34	Man kan ha sin hjärtefråga i väldigt många skilda områden , det kan handla om jämställdhet , HBTQ , vegetarism , plågsamma djurförsök , socialism , fri företagsamhet , fackliga frågor , migrationsfrågor eller de jag nämnde vilka påverkar mig mest .	bloggmix	BLOGGMIX1999	1999
628	5	Men så en dag står de där , lika långa eller längre än en själv och säger att de inte har lust att fira semester med oss .	bloggmix	BLOGGMIX1999	1999
629	18	Men så en dag står de där , lika långa eller längre än en själv och säger att de inte har lust att fira semester med oss .	bloggmix	BLOGGMIX1999	1999
630	16	Och låta någon få leva sin dröm och andra få knega för att försörja drömmaren medan de offrar sin egen dröm ?	bloggmix	BLOGGMIX1999	1999
631	9	Morfar slaktade själv hönsen genom att hugga huvudet av dem på morgonen innan de vaknade , och de visste ingenting mer än ett gott liv och sen var de döda .	bloggmix	BLOGGMIX1999	1999
632	13	Morfar slaktade själv hönsen genom att hugga huvudet av dem på morgonen innan de vaknade , och de visste ingenting mer än ett gott liv och sen var de döda .	bloggmix	BLOGGMIX1999	1999
633	17	Morfar slaktade själv hönsen genom att hugga huvudet av dem på morgonen innan de vaknade , och de visste ingenting mer än ett gott liv och sen var de döda .	bloggmix	BLOGGMIX1999	1999
634	28	Morfar slaktade själv hönsen genom att hugga huvudet av dem på morgonen innan de vaknade , och de visste ingenting mer än ett gott liv och sen var de döda .	bloggmix	BLOGGMIX1999	1999
635	28	Tänkte när jag gick på julmarknaden på friluftsmuseét , och tittade in i backstugan där det förebereddes en jul från förr , hur mycket som bara ändrats på de senaste åren Min pappa dog 2003 , och ibland undrar jag vad han hade tyckt om Smartphone , blogg , iPad , GPS och Twitter .	bloggmix	BLOGGMIX1999	1999
636	16	Det känns inte alls längesen , samtidigt som det har flutit otroligt mycket vatten under broarna de 15 år som förflutit sen dess .	bloggmix	BLOGGMIX1999	1999
637	10	) , måste ha skandinaviska arbetsvillkor och betala skatt där de bor .	bloggmix	BLOGGMIX1999	1999
638	0	De träffar man oftast på de lite kortare destinationerna som inrikesflygningar eller Polen , Tyskland eller Litauen .	bloggmix	BLOGGMIX1999	1999
639	5	De träffar man oftast på de lite kortare destinationerna som inrikesflygningar eller Polen , Tyskland eller Litauen .	bloggmix	BLOGGMIX1999	1999
640	17	Att spärra kontokort , bestrida bluff-fakturor och spärra hemsidor kräver dessutom vanliga människors dyrbara tid , där de skulle kunna arbeta med annat som genererade pengar istället .	bloggmix	BLOGGMIX1999	1999
641	8	Det var ju trots allt för glamouren och de snygga piloterna man hört talats om man sökte en gång i tiden * host * .	bloggmix	BLOGGMIX1999	1999
642	7	Har idag varit i flera olika av de stadier jag var i förra gången också , varav det vanligaste handlar om ” Det GÅÅÅR inte … ” Men det kommer gå , och jag hoppas att jag kan känna stolthet över resultatet .	bloggmix	BLOGGMIX1999	1999
643	15	Jag fick inte röra mig på en timme , inte svälja på en kvart medan de röntgade nacken , och absolut inte prata såklart .	bloggmix	BLOGGMIX1999	1999
644	26	Inom journalistkåren är som bekant vänsterblocket överrepresenterat när det kommer till statistiska undersökningar , och INGEN journalist kan vara helt opåverkad av sin egen inställning när de intervjuar eller gör debattprogram .	bloggmix	BLOGGMIX1999	1999
645	11	Vi åkte dit en liten sväng igår , tittade in i de små stugorna där det stoppades korv och lite annat smått och gott .	bloggmix	BLOGGMIX1999	1999
646	12	I min umgängeskrets är det ändå inte vännernas IQ-tal som avgör om de hamnar i adresslistan .	bloggmix	BLOGGMIX1999	1999
647	2	Individerna , de unga människorna som just börjat eller gått på skolan och INTE ägnat sig åt korkade nollningar .	bloggmix	BLOGGMIX1999	1999
648	29	Företagare å andra sidan framställs som patroner med feta nackar som ” har råd att betala ” och min bild av arbetare och företagare är en helt annan , de går in i varandra .	bloggmix	BLOGGMIX1999	1999
649	21	Kanske är det tur att inte denna uniform fanns när mina egna barn var små , jag hade väl tvingat på dem den dagligen .	bloggmix	BLOGGMIX1999	1999
650	14	http://sverigesradio.se/sida/sandningsarkiv.aspx?programid=2842 Klicka på 8.30-9 , 20 september , sådär 5,30 in i programmet ringer de mig och jag svarar på frågor .	bloggmix	BLOGGMIX1999	1999
651	19	Vi ska hålla reda på regler om tex arbetstiden ( vi är ansvariga att inte ha högre FDP än de bestämt , då måste man förklara sig och kan också bli av med sitt certifikat , även om det är en annan avdelning som avgör hur vi avvecklar produktionen ) .	bloggmix	BLOGGMIX1999	1999
652	23	Gott om tid att fundera ut om jag ska boka in oss på nån hotellnatt eller möjligen om jag vill köpa muffins för dem .	bloggmix	BLOGGMIX1999	1999
653	35	Jag vill ju så förbenat gärna lyckas , mer nu än nånsin , i en bransch där det redan finns tusentals otroligt välutbildade skickliga journalister , många arbetslösa trots sin enorma erfarenhet och trots att de är 35 och har massor av år framför sig .	bloggmix	BLOGGMIX1999	1999
654	0	De av vännerna som är på Facebook och som har synpunkter på vad jag lägger ut deltar ibland inte alls själv i det sociala nätverket .	bloggmix	BLOGGMIX1999	1999
655	33	En tidning eller en blogg är inget socialt nätverk på samma sätt som Facebook , en bloggare skriver sin uppfattning enväldigt och en tidning skrivs av journalister som på samma sätt delger information de valt ut att förmedla .	bloggmix	BLOGGMIX1999	1999
656	27	Det är ett ofta aktuellt debattämne om personer som säger sig eller anses vilja avskaffa den liberala demokratin eller som hyser åsikter som står i strid med de så kallade universella värdena skall tillåtas framföra dessa åsikter . ”	bloggmix	BLOGGMIX1999	1999
657	18	Det finns passagerare som reser mer än vad vi som har det som proffession gör , och om de sett säkerhetsdemon fyrtioelva gånger förstår jag om de inte tittar den fyrtiotolfte .	bloggmix	BLOGGMIX1999	1999
658	26	Det finns passagerare som reser mer än vad vi som har det som proffession gör , och om de sett säkerhetsdemon fyrtioelva gånger förstår jag om de inte tittar den fyrtiotolfte .	bloggmix	BLOGGMIX1999	1999
659	8	Jag påstår att båda systemen är groteska om de renodlas .	bloggmix	BLOGGMIX1999	1999
660	11	Säger man ” då köper jag det hos X ” säger de ” gör du det ” ) .	bloggmix	BLOGGMIX1999	1999
661	28	Men det är fantastiskt att känna samhörighet med personer man inte känner men omedelbart tycker mycket om ( mestadels ) , även om man inte ses igen värmer de hjärtat den stund de finns i ens liv .	bloggmix	BLOGGMIX1999	1999
662	32	Men det är fantastiskt att känna samhörighet med personer man inte känner men omedelbart tycker mycket om ( mestadels ) , även om man inte ses igen värmer de hjärtat den stund de finns i ens liv .	bloggmix	BLOGGMIX1999	1999
663	9	Vad alla andra passagerare i hans värld gjorde när de satt i sina stolar kan man ju fråga sig : )	bloggmix	BLOGGMIX1999	1999
664	5	Det såg ut som att de förväntade en logisk förklaring , men att de fick ett annat svar de inte väntat .	bloggmix	BLOGGMIX1999	1999
665	13	Det såg ut som att de förväntade en logisk förklaring , men att de fick ett annat svar de inte väntat .	bloggmix	BLOGGMIX1999	1999
666	18	Det såg ut som att de förväntade en logisk förklaring , men att de fick ett annat svar de inte väntat .	bloggmix	BLOGGMIX1999	1999
667	14	Hon liksom jag störtgillar vårt jobb att flyga omkring passagerare och se till att de får en go upplevelse den tid vi har dem ombord .	bloggmix	BLOGGMIX1999	1999
668	23	Hon liksom jag störtgillar vårt jobb att flyga omkring passagerare och se till att de får en go upplevelse den tid vi har dem ombord .	bloggmix	BLOGGMIX1999	1999
