variable	nvariants	query
nyord_stalking,stalkning	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'stalking..nn.1'+%7C+lex+contains+'stalkning..nn.1'+)])&corpus=flashback-dator
nyord_selfie	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'selfie'+%25c+%7C+word+=+'selfien'+%25c+%7C+word+=+'selfies'+%25c+%7C+word+=+'selfiens'+%25c+%7C+word+=+'selfier'+%25c+%7C+word+=+'selfierna'+%25c+%7C+word+=+'selfiers'+%25c+%7C+word+=+'selfiernas'+%25c+%7C+word+=+'selfiesar'+%25c+%7C+word+=+'selfiesars'+%25c+%7C+word+=+'selfiesarna'+%25c+%7C+word+=+'selfiesen'+%25c+%7C+word+=+'selfiesens'+%25c+%7C+word+=+'selfiesarnas'+%25c+)])&corpus=flashback-dator
nyord_digitalbox	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'digitalbox..nn.1'+)])&corpus=flashback-dator
nyord_topsa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'topsa..vb.1'+)])&corpus=flashback-dator
nyord_spikmatta	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'spikmatta..nn.1'+)])&corpus=flashback-dator
nyord_sporta	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'sporta..vb.1'+)])&corpus=flashback-dator
nyord_trängselskatt	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'tr%C3%A4ngselskatt'+%25c+%7C+word+=+'tr%C3%A4ngselskatts'+%25c+%7C+word+=+'tr%C3%A4ngselskatten'+%25c+%7C+word+=+'tr%C3%A4ngselskattens'+%25c+%7C+word+=+'tr%C3%A4ngselskatter'+%25c+%7C+word+=+'tr%C3%A4ngselskatters'+%25c+%7C+word+=+'tr%C3%A4ngselskatterna'+%25c+%7C+word+=+'tr%C3%A4ngselskatternas'+%25c+)])&corpus=flashback-dator
nyord_pimpa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'pimpa..vb.1'+)])&corpus=flashback-dator
nyord_framåtlutad	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'fram%C3%A5tlutad..av.1'+)])&corpus=flashback-dator
nyord_klimathot	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'klimathot..nn.1'+)])&corpus=flashback-dator
nyord_sars	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'sars'+%25c+)])&corpus=flashback-dator
nyord_hedersvåld	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'hedersv%C3%A5ld'+%25c+%7C+word+=+'hedersv%C3%A5lds'+%25c+%7C+word+=+'hedersv%C3%A5ldet'+%25c+%7C+word+=+'hedersv%C3%A5ldets'+%25c+)])&corpus=flashback-dator
nyord_entourage	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'entourage'+%25c+%7C+word+=+'entouraget'+%25c+%7C+word+=+'entouragen'+%25c+%7C+word+=+'entourages'+%25c+%7C+word+=+'entouragets'+%25c+%7C+word+=+'entouragens'+%25c+)])&corpus=flashback-dator
nyord_Foppatoffel	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'foppatoffel..nn.1'+)])&corpus=flashback-dator
nyord_vintage	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'vintage'+%25c+)])&corpus=flashback-dator
nyord_EU-migrant	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'EU-migrant..nn.1'+)])&corpus=flashback-dator
nyord_svinna	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'svinna..vb.1'+)])&corpus=flashback-dator
nyord_hbt	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'hbt'+%25c+)])&corpus=flashback-dator
nyord_hbt2	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'hbt*'+%25c+)])&corpus=flashback-dator
nyord_hbtq	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'hbtq'+%25c+)])&corpus=flashback-dator
nyord_hbtq2	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'hbtq*'+%25c+)])&corpus=flashback-dator
nyord_Halmdocka	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'halmdocka'+%25c+%7C+word+=+'halmdockas'+%25c+%7C+word+=+'halmdockan'+%25c+%7C+word+=+'halmdockans'+%25c+%7C+word+=+'halmdockor'+%25c+%7C+word+=+'halmdockors'+%25c+%7C+word+=+'halmdockorna'+%25c+%7C+word+=+'halmdockornas'+%25c+)])&corpus=flashback-dator
nyord_chippa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'chippa'+%25c+%7C+word+=+'chippar'+%25c+%7C+word+=+'chippade'+%25c+%7C+word+=+'chippat'+%25c+%7C+word+=+'chippas'+%25c+%7C+word+=+'chippades'+%25c+%7C+word+=+'chippats'+%25c+)])&corpus=flashback-dator
nyord_transfett	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'transfett..nn.1'+)])&corpus=flashback-dator
nyord_e-sport	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'e-sport'+%25c+%7C+word+=+'e-sports'+%25c+%7C+word+=+'e-sporten'+%25c+%7C+word+=+'e-sportens'+%25c+%7C+word+=+'e-sporter'+%25c+%7C+word+=+'e-sporters'+%25c+%7C+word+=+'e-sporterna'+%25c+%7C+word+=+'e-sporternas'+%25c+)])&corpus=flashback-dator
nyord_snackis	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'snackis'+%25c+%7C+word+=+'snackisen'+%25c+%7C+word+=+'snackisens'+%25c+%7C+word+=+'snackisar'+%25c+%7C+word+=+'snackisarna'+%25c+%7C+word+=+'snackisars'+%25c+%7C+word+=+'snackisarnas'+%25c+)])&corpus=flashback-dator
nyord_dampa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'dampa..vb.2'+)])&corpus=flashback-dator
nyord_transponder	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'transponder'+%25c+%7C+word+=+'transpondern'+%25c+%7C+word+=+'transponders'+%25c+%7C+word+=+'transponderns'+%25c+%7C+word+=+'transpondrar'+%25c+%7C+word+=+'transpondrarna'+%25c+%7C+word+=+'transpondrars'+%25c+%7C+word+=+'transpondrarnas'+%25c+)])&corpus=flashback-dator
nyord_rondellhund	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'rondellhund..nn.1'+)])&corpus=flashback-dator
nyord_instegsjobb	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'instegsjobb'+%25c+%7C+word+=+'instegsjobbet'+%25c+%7C+word+=+'instegsjobbs'+%25c+%7C+word+=+'instegsjobbets'+%25c+%7C+word+=+'instegsjobben'+%25c+%7C+word+=+'instegsjobbens'+%25c+)])&corpus=flashback-dator
nyord_bröllopsklänning	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'br%C3%B6llopskl%C3%A4nning..nn.1'+)])&corpus=flashback-dator
nyord_Trollfabrik	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'trollfabrik'+%25c+%7C+word+=+'trollfabriken'+%25c+%7C+word+=+'trollfabriks'+%25c+%7C+word+=+'trollfabrikens'+%25c+%7C+word+=+'trollfabriker'+%25c+%7C+word+=+'trollfabrikerna'+%25c+%7C+word+=+'trollfabrikers'+%25c+%7C+word+=+'trollfabrikernas'+%25c+)])&corpus=flashback-dator
nyord_kubtest	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'kubtest'+%25c+%7C+word+=+'kubtesten'+%25c+%7C+word+=+'kubtestet'+%25c+%7C+word+=+'kubtester'+%25c+%7C+word+=+'kubtesterna'+%25c+%7C+word+=+'kubtests'+%25c+%7C+word+=+'kubtestens'+%25c+%7C+word+=+'kubtestets'+%25c+%7C+word+=+'kubtesters'+%25c+%7C+word+=+'kubtesternas'+%25c+%7C+word+=+'kubbtest'+%25c+%7C+word+=+'kubbtesten'+%25c+%7C+word+=+'kubbtestet'+%25c+%7C+word+=+'kubbtester'+%25c+%7C+word+=+'kubbtesterna'+%25c+%7C+word+=+'kubbtests'+%25c+%7C+word+=+'kubbtestens'+%25c+%7C+word+=+'kubbtestets'+%25c+%7C+word+=+'kubbtesters'+%25c+%7C+word+=+'kubbtesternas'+%25c+%7C+word+=+'kub-test'+%25c+%7C+word+=+'kub-testen'+%25c+%7C+word+=+'kub-testet'+%25c+%7C+word+=+'kub-tester'+%25c+%7C+word+=+'kub-testerna'+%25c+%7C+word+=+'kub-tests'+%25c+%7C+word+=+'kub-testens'+%25c+%7C+word+=+'kub-testets'+%25c+%7C+word+=+'kub-testers'+%25c+%7C+word+=+'kub-testernas'+%25c+%7C+word+=+'kubb-test'+%25c+%7C+word+=+'kubb-testen'+%25c+%7C+word+=+'kubb-testet'+%25c+%7C+word+=+'kubb-tester'+%25c+%7C+word+=+'kubb-testerna'+%25c+%7C+word+=+'kubb-tests'+%25c+%7C+word+=+'kubb-testens'+%25c+%7C+word+=+'kubb-testets'+%25c+%7C+word+=+'kubb-testers'+%25c+%7C+word+=+'kubb-testernas'+%25c+)])&corpus=flashback-dator
nyord_videosamtal	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'videosamtal'+%25c+%7C+word+=+'videosamtalet'+%25c+%7C+word+=+'videosamtals'+%25c+%7C+word+=+'videosamtalets'+%25c+%7C+word+=+'videosamtalen'+%25c+%7C+word+=+'videosamtalens'+%25c+)])&corpus=flashback-dator
nyord_cringe	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'cringe'+%25c+)])&corpus=flashback-dator
nyord_Svischa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'svischa'+%25c+%7C+word+=+'svischar'+%25c+%7C+word+=+'svischade'+%25c+%7C+word+=+'svischat'+%25c+%7C+word+=+'svischas'+%25c+%7C+word+=+'svischades'+%25c+%7C+word+=+'svischats'+%25c+%7C+word+=+'swischa'+%25c+%7C+word+=+'swischar'+%25c+%7C+word+=+'swischade'+%25c+%7C+word+=+'swischat'+%25c+%7C+word+=+'swischas'+%25c+%7C+word+=+'swischades'+%25c+%7C+word+=+'swischats'+%25c+%7C+word+=+'swisha'+%25c+%7C+word+=+'swishar'+%25c+%7C+word+=+'swishade'+%25c+%7C+word+=+'swishat'+%25c+%7C+word+=+'swishas'+%25c+%7C+word+=+'swishades'+%25c+%7C+word+=+'swishats'+%25c+%7C+word+=+'svisha'+%25c+%7C+word+=+'svishar'+%25c+%7C+word+=+'svishade'+%25c+%7C+word+=+'svishat'+%25c+%7C+word+=+'svishas'+%25c+%7C+word+=+'svishades'+%25c+%7C+word+=+'svishats'+%25c+)])&corpus=flashback-dator
nyord_curlingförälder	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'curlingf%C3%B6r%C3%A4lder..nn.1'+)])&corpus=flashback-dator
nyord_Youtuber	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'youtuber'+%25c+%7C+word+=+'youtubern'+%25c+%7C+word+=+'youtubers'+%25c+%7C+word+=+'youtuberns'+%25c+%7C+word+=+'youtuberna'+%25c+%7C+word+=+'youtubernas'+%25c+%7C+word+=+'youtubeare'+%25c+%7C+word+=+'youtubearna'+%25c+%7C+word+=+'youtubeares'+%25c+%7C+word+=+'youtubearrnas'+%25c+)])&corpus=flashback-dator
nyord_nätpoker	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'n%C3%A4tpoker'+%25c+%7C+word+=+'n%C3%A4tpokern'+%25c+%7C+word+=+'n%C3%A4tpokers'+%25c+%7C+word+=+'n%C3%A4tpokerns'+%25c+)])&corpus=flashback-dator
nyord_blingbling	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'blingbling'+%25c+%7C+word+=+'blingblinget'+%25c+%7C+word+=+'blingblings'+%25c+%7C+word+=+'blingblingets'+%25c+%7C+word+=+'bingblingen'+%25c+%7C+word+=+'blingblingens'+%25c+)])&corpus=flashback-dator
nyord_nystartsjobb	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'nystartsjobb'+%25c+%7C+word+=+'nystartsjobbs'+%25c+%7C+word+=+'nystartsjobbet'+%25c+%7C+word+=+'nystartsjobbets'+%25c+%7C+word+=+'nystartsjobben'+%25c+%7C+word+=+'nystartsjobbens'+%25c+)])&corpus=flashback-dator
nyord_klimatsmart	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'klimatsmart..av.1'+)])&corpus=flashback-dator
nyord_livspussel	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'livspussel'+%25c+%7C+word+=+'livspussels'+%25c+%7C+word+=+'livspusslet'+%25c+%7C+word+=+'livspusslets'+%25c+%7C+word+=+'livspusslen'+%25c+%7C+word+=+'livspusslens'+%25c+)])&corpus=flashback-dator
nyord_killgissa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'killgissa'+%25c+%7C+word+=+'killgissar'+%25c+%7C+word+=+'killgissade'+%25c+%7C+word+=+'killgissat'+%25c+%7C+word+=+'killgissas'+%25c+%7C+word+=+'killgissades'+%25c+%7C+word+=+'killgissats'+%25c+)])&corpus=flashback-dator
nyord_backslick	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'backslick'+%25c+%7C+word+=+'backslicket'+%25c+%7C+word+=+'backslicken'+%25c+%7C+word+=+'backslicks'+%25c+%7C+word+=+'backslickets'+%25c+%7C+word+=+'backslickens'+%25c+)])&corpus=flashback-dator
nyord_skypa,skajpa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'skypar'+%25c+%7C+word+=+'skajpar'+%25c+%7C+word+=+'skypas'+%25c+%7C+word+=+'skajpas'+%25c+%7C+word+=+'skypade'+%25c+%7C+word+=+'skajpade'+%25c+%7C+word+=+'skypades'+%25c+%7C+word+=+'skajpades'+%25c+%7C+word+=+'skypa'+%25c+%7C+word+=+'skajpa'+%25c+%7C+word+=+'skypat'+%25c+%7C+word+=+'skajpat'+%25c+%7C+word+=+'skypats'+%25c+%7C+word+=+'skajpade'+%25c+%7C+word+=+'skypande'+%25c+%7C+word+=+'skajpande'+%25c+%7C+word+=+'skypandes'+%25c+%7C+word+=+'skajpandes'+%25c+)])&corpus=flashback-dator
nyord_blåljuspersonal	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_geocaching	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_rasifierad	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_bjästa	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'bj%C3%A4sta'+%25c+%7C+word+=+'bj%C3%A4star'+%25c+%7C+word+=+'bj%C3%A4stade'+%25c+%7C+word+=+'bj%C3%A4stat'+%25c+%7C+word+=+'bj%C3%A4stas'+%25c+%7C+word+=+'bj%C3%A4stades'+%25c+%7C+word+=+'bj%C3%A4stats'+%25c+)])&corpus=flashback-dator
nyord_sudoku	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_Douche	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_ankarbarn	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_polyamorös	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_blockkedja	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_antivaxxare	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_paltkoma	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'paltkoma..nn.1'+)])&corpus=flashback-dator
nyord_väggord	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'v%C3%A4ggord'+%25c+%7C+word+=+'v%C3%A4ggordet'+%25c+%7C+word+=+'v%C3%A4ggorden'+%25c+%7C+word+=+'v%C3%A4ggordena'+%25c+%7C+word+=+'v%C3%A4ggords'+%25c+%7C+word+=+'v%C3%A4ggordets'+%25c+%7C+word+=+'v%C3%A4ggordens'+%25c+%7C+word+=+'v%C3%A4ggordenas'+%25c+)])&corpus=flashback-dator
nyord_whataboutism	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_facebooka,fejsbooka	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'facebookar'+%25c+%7C+word+=+'fejsbookar'+%25c+%7C+word+=+'facebookas'+%25c+%7C+word+=+'fejsbookas'+%25c+%7C+word+=+'facebookade'+%25c+%7C+word+=+'fejsbookade'+%25c+%7C+word+=+'facebookades'+%25c+%7C+word+=+'fejsbookades'+%25c+%7C+word+=+'facebooka'+%25c+%7C+word+=+'fejsbooka'+%25c+%7C+word+=+'facebookat'+%25c+%7C+word+=+'fejsbookat'+%25c+%7C+word+=+'facebookats'+%25c+%7C+word+=+'fejsbookats'+%25c+%7C+word+=+'facebookande'+%25c+%7C+word+=+'fejsbookande'+%25c+%7C+word+=+'facebookandes'+%25c+%7C+word+=+'fejsbookandes'+%25c+%7C+word+=+'facebookad'+%25c+%7C+word+=+'fejsbookad'+%25c+%7C+word+=+'facebookads'+%25c+%7C+word+=+'fejsbookads'+%25c+)])&corpus=flashback-dator
nyord_filterbubbla	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(word+=+'filterbubbla'+%25c+%7C+word+=+'filterbubblan'+%25c+%7C+word+=+'filterbubblor'+%25c+%7C+word+=+'filterbubblorna'+%25c+%7C+word+=+'filterbubblas'+%25c+%7C+word+=+'filterbubblans'+%25c+%7C+word+=+'filterbubblors'+%25c+%7C+word+=+'filterbubblornas'+%25c+)])&corpus=flashback-dator
nyord_regnbågsbarn	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_burkini	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_köttberg	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_Faktaresistens	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=()])&corpus=flashback-dator
nyord_vuvuzela	1	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=([(lex+contains+'vuvuzela..nn.1'+)])&corpus=flashback-dator
oevertagit_vs_oevertatt	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([word+=+'%C3%B6vertagit'])+%7C+([word+=+'%C3%B6vertatt']))&corpus=flashback-dator&subcqp0=[word+=+'%C3%B6vertagit']&subcqp1=[word+=+'%C3%B6vertatt']
oevertaga_vs_oeverta_inf	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([word+=+'%C3%B6vertaga'])+%7C+([word+=+'%C3%B6verta']))&corpus=flashback-dator&subcqp0=[word+=+'%C3%B6vertaga']&subcqp1=[word+=+'%C3%B6verta']
tagit_vs_tatt	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([word+=+'har']+[word+=+'tagit'])+%7C+([word+=+'har']+[word+=+'tatt']))&corpus=flashback-dator&subcqp0=[word+=+'har']+[word+=+'tagit']&subcqp1=[word+=+'har']+[word+=+'tatt']
givit_vs_gett	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([word+=+'har']+[word+=+'givit'])+%7C+([word+=+'har']+[word+=+'gett']))&corpus=flashback-dator&subcqp0=[word+=+'har']+[word+=+'givit']&subcqp1=[word+=+'har']+[word+=+'gett']
spridit	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([(word+=+'spritt'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB'])+%7C+([(word+=+'spridit'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB']))&corpus=flashback-dator&subcqp0=[(word+=+'spritt'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB']&subcqp1=[(word+=+'spridit'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB']
vaext	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([(word+=+'vuxit'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB'])+%7C+([(word+=+'v%C3%A4xt'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB']))&corpus=flashback-dator&subcqp0=[(word+=+'vuxit'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB']&subcqp1=[(word+=+'v%C3%A4xt'+%25c)+%26+msd+=+'.*SUP.*'+%26+pos+=+'VB']
beslutade	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([(word+=+'besl%C3%B6t'+%25c)+%26+msd+=+'.*PRT.*'+%26+pos+=+'VB'])+%7C+([(word+=+'beslutade'+%25c)+%26+msd+=+'.*PRT.*'+%26+pos+=+'VB']))&corpus=flashback-dator&subcqp0=[(word+=+'besl%C3%B6t'+%25c)+%26+msd+=+'.*PRT.*'+%26+pos+=+'VB']&subcqp1=[(word+=+'beslutade'+%25c)+%26+msd+=+'.*PRT.*'+%26+pos+=+'VB']
pm_dm	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([(word+=+'pm:a'+%25c+%7C+word+=+'pm:ar'+%25c+%7C+word+=+'pm:ade'+%25c+%7C+word+=+'pm:at'+%25c+%7C+word+=+'pm:as'+%25c+%7C+word+=+'pm:ades'+%25c+%7C+word+=+'pm:ats'+%25c+%7C+word+=+'pma'+%25c+%7C+word+=+'pmar'+%25c+%7C+word+=+'pmade'+%25c+%7C+word+=+'pmat'+%25c+%7C+word+=+'pmas'+%25c+%7C+word+=+'pmades'+%25c+%7C+word+=+'pmats'+%25c+)])+%7C+([(word+=+'dm:a'+%25c+%7C+word+=+'dm:ar'+%25c+%7C+word+=+'dm:ade'+%25c+%7C+word+=+'dm:at'+%25c+%7C+word+=+'dm:as'+%25c+%7C+word+=+'dm:ades'+%25c+%7C+word+=+'dm:ats'+%25c+%7C+word+=+'dma'+%25c+%7C+word+=+'dmar'+%25c+%7C+word+=+'dmade'+%25c+%7C+word+=+'dmat'+%25c+%7C+word+=+'dmas'+%25c+%7C+word+=+'dmades'+%25c+%7C+word+=+'dmats'+%25c+)]))&corpus=flashback-dator&subcqp0=[(word+=+'pm:a'+%25c+%7C+word+=+'pm:ar'+%25c+%7C+word+=+'pm:ade'+%25c+%7C+word+=+'pm:at'+%25c+%7C+word+=+'pm:as'+%25c+%7C+word+=+'pm:ades'+%25c+%7C+word+=+'pm:ats'+%25c+%7C+word+=+'pma'+%25c+%7C+word+=+'pmar'+%25c+%7C+word+=+'pmade'+%25c+%7C+word+=+'pmat'+%25c+%7C+word+=+'pmas'+%25c+%7C+word+=+'pmades'+%25c+%7C+word+=+'pmats'+%25c+)]&subcqp1=[(word+=+'dm:a'+%25c+%7C+word+=+'dm:ar'+%25c+%7C+word+=+'dm:ade'+%25c+%7C+word+=+'dm:at'+%25c+%7C+word+=+'dm:as'+%25c+%7C+word+=+'dm:ades'+%25c+%7C+word+=+'dm:ats'+%25c+%7C+word+=+'dma'+%25c+%7C+word+=+'dmar'+%25c+%7C+word+=+'dmade'+%25c+%7C+word+=+'dmat'+%25c+%7C+word+=+'dmas'+%25c+%7C+word+=+'dmades'+%25c+%7C+word+=+'dmats'+%25c+)]
ss90_riskera	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([lemma+contains+'riskera'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[word+=+'att'+%25c]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*'])+%7C+([lemma+contains+'riskera'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*']))&corpus=flashback-dator&subcqp0=[lemma+contains+'riskera'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[word+=+'att'+%25c]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*']&subcqp1=[lemma+contains+'riskera'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*']
ss90_upphöra	2	https://ws.spraakbanken.gu.se/ws/korp/v8/count_time?cqp=(([lemma+contains+'upph%C3%B6ra'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[word+=+'att'+%25c]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*'])+%7C+([lemma+contains+'upph%C3%B6ra'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*']))&corpus=flashback-dator&subcqp0=[lemma+contains+'upph%C3%B6ra'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[word+=+'att'+%25c]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*']&subcqp1=[lemma+contains+'upph%C3%B6ra'+%26+(msd+=+'.*VB.PRS.AKT.*'+%7C+msd+=+'.*VB.PRT.AKT.*')]+[msd+=+'.*INF.AKT.*']+[msd+!=+'.*INF.*']
